manager;client_id;client;brand;general_plan;week_1;week_2;week_3;week_4;week_5
Сириус Блэк;00-00001867;Клиент 201;Мантия-невидимка;;;;;;
Сириус Блэк;00-00001231;Клиент 625;Кубок Огня;;;;;;
Сириус Блэк;00-00001231;Клиент 625;Карта Мародеров;;;;;;
Сириус Блэк;00-00002025;Клиент 281;Кубок Огня;;;;;;
Сириус Блэк;00-00001437;Клиент 98;Карта Мародеров;;;;;;
Сириус Блэк;00-00001437;Клиент 98;Кубок Огня;;;;;;
Сириус Блэк;00-00001437;Клиент 98;Дары смерти;;;;;;
Сириус Блэк;00-00001769;Клиент 173;Дары смерти;;;;;;
Сириус Блэк;00-00001802;Клиент 183;Кубок Огня;;;;;;
Сириус Блэк;00-00001768;Клиент 172;Кубок Огня;;;;;;
Сириус Блэк;00-00001844;Клиент 767;Прыгающий котел;;;;;;
Сириус Блэк;00-00001890;Клиент 208;Мантия-невидимка;30000.00;;;;45000.00;
Сириус Блэк;00-00001310;Клиент 304;Кубок Огня;;;;;;
Сириус Блэк;00-00001310;Клиент 304;Дары смерти;;;;;;
Сириус Блэк;00-00001677;Клиент 135;Кубок Огня;;;;;;
Сириус Блэк;00-00001677;Клиент 135;Дары смерти;;;;;;
Сириус Блэк;00-00001677;Клиент 135;Мантия-невидимка;;;;;;
Сириус Блэк;00-00001817;Клиент 187;Кубок Огня;;;;;;
Сириус Блэк;00-00001933;Клиент 230;Кубок Огня;;;;;;
Сириус Блэк;00-00001940;Клиент 234;Кубок Огня;;;;;;
Сириус Блэк;00-00001922;Клиент 224;Кубок Огня;;;;;;
Сириус Блэк;00-00001724;Клиент 750;Кубок Огня;;;;;;
Грозный Глаз Грюм;00-00001668;Клиент 132;Кубок Огня;20000.00;8662.00;;3000.00;;9000.00
Грозный Глаз Грюм;00-00001668;Клиент 132;Мантия-невидимка;10000.00;1800.00;;3200.00;;5000.00
Грозный Глаз Грюм;00-00001741;Клиент 164;Кубок Огня;10000.00;;;;;10000.00
Грозный Глаз Грюм;00-00001939;Клиент 233;Кубок Огня;10000.00;;;;;10000.00
Грозный Глаз Грюм;00-00001834;Клиент 193;Кубок Огня;10000.00;;;;;10000.00
Грозный Глаз Грюм;00-00001968;Клиент 249;Кубок Огня;14000.00;;;;;14000.00
Грозный Глаз Грюм;00-00001968;Клиент 249;Карта Мародеров;;;;;;
Грозный Глаз Грюм;00-00001946;Клиент 239;Кубок Огня;;;;;;
Грозный Глаз Грюм;00-00001946;Клиент 239;Дары смерти;;;;;;
Грозный Глаз Грюм;00-00001915;Клиент 220;Кубок Огня;15000.00;2626.00;;;;13000.00
Грозный Глаз Грюм;00-00001915;Клиент 220;Мантия-невидимка;;;;;;
Грозный Глаз Грюм;00-00001727;Клиент 161;Кубок Огня;;;;;;
Грозный Глаз Грюм;00-00001990;Клиент 261;Мантия-невидимка;10000.00;;;;10000.00;
Грозный Глаз Грюм;00-00001873;Клиент 202;Кубок Огня;;;;;;
Грозный Глаз Грюм;00-00001924;Клиент 226;Кубок Огня;20000.00;;;;;20000.00
Грозный Глаз Грюм;00-00001270;Клиент 147;Кубок Огня;15000.00;2851.00;;5000.00;;8000.00
Грозный Глаз Грюм;00-00001270;Клиент 147;Проявитель врагов;;;;;;
Грозный Глаз Грюм;00-00001270;Клиент 147;Карта Мародеров;;;;;;
Грозный Глаз Грюм;00-00001270;Клиент 147;Дары смерти;;;;;;
Грозный Глаз Грюм;00-00001270;Клиент 147;Мантия-невидимка;;;;;;
Грозный Глаз Грюм;00-00001538;Клиент 118;Кубок Огня;15000.00;9795.00;;7000.00;;
Грозный Глаз Грюм;00-00001719;Клиент 159;Кубок Огня;;;;;;
Грозный Глаз Грюм;00-00001719;Клиент 159;Мантия-невидимка;10000.00;;;;;10000.00
Грозный Глаз Грюм;00-00001443;Клиент 102;Кубок Огня;30000.00;;;;30000.00;
Грозный Глаз Грюм;00-00001789;Клиент 179;Кубок Огня;10000.00;;;;;10000.00
Грозный Глаз Грюм;00-00001789;Клиент 179;Мантия-невидимка;;;;;;
Грозный Глаз Грюм;00-00001519;Клиент 114;Кубок Огня;30000.00;;;;30000.00;
Грозный Глаз Грюм;00-00001439;Клиент 99;Кубок Огня;15000.00;;;;15000.00;
Грозный Глаз Грюм;00-00001442;Клиент 101;Кубок Огня;30000.00;;;;30000.00;
Грозный Глаз Грюм;00-00001962;Клиент 245;Мантия-невидимка;26000.00;26830.00;;;;
Грозный Глаз Грюм;00-00001262;Клиент 144;Кубок Огня;;;;;;
Ньют Скамандер;00-00001984;Клиент 258;Кубок Огня;40000.00;19365.00;;;;20000.00
Ньют Скамандер;00-00001307;Клиент 303;Кубок Огня;60000.00;;;30000.00;;30000.00
Ньют Скамандер;00-00001307;Клиент 303;Проявитель врагов;;;;;;
Ньют Скамандер;00-00001307;Клиент 303;Мантия-невидимка;5000.00;;;5000.00;;
Ньют Скамандер;00-00001910;Клиент 217;Кубок Огня;;;;;;
Ньют Скамандер;00-00001910;Клиент 217;Мантия-невидимка;;;;;;
Ньют Скамандер;00-00001897;Клиент 212;Кубок Огня;15000.00;4910.00;;;5000.00;
Ньют Скамандер;00-00001897;Клиент 212;Мантия-невидимка;;;;;;
Ньют Скамандер;00-00001921;Клиент 223;Кубок Огня;20000.00;;;20000.00;;
Ньют Скамандер;00-00001921;Клиент 223;Карта Мародеров;;;;;;
Ньют Скамандер;00-00002062;Клиент 293;Мантия-невидимка;20000.00;18310.00;;;;
Ньют Скамандер;00-00001766;Клиент 171;Мантия-невидимка;30000.00;;;30000.00;;
Ньют Скамандер;00-00001766;Клиент 171;Кубок Огня;;;;;;
Ньют Скамандер;00-00001766;Клиент 171;Карта Мародеров;;;;;;
Ньют Скамандер;00-00001923;Клиент 225;Мантия-невидимка;15000.00;;;;15000.00;
Ньют Скамандер;00-00001923;Клиент 225;Кубок Огня;;;;;;
Ньют Скамандер;00-00002002;Клиент 267;Кубок Огня;5000.00;;;;5000.00;
Ньют Скамандер;00-00002074;Клиент 296;Мантия-невидимка;30000.00;;;15000.00;;15000.00
Ньют Скамандер;00-00001911;Клиент 218;Кубок Огня;;;;;;
Ньют Скамандер;00-00002036;Клиент 284;Мантия-невидимка;10000.00;;;;;10000.00
Ньют Скамандер;00-00002056;Клиент 291;Мантия-невидимка;50000.00;;;;50000.00;
Ньют Скамандер;00-00002056;Клиент 291;Кубок Огня;;;;;;
Ньют Скамандер;00-00002017;Клиент 275;Кубок Огня;;;;;;
Ньют Скамандер;00-00002017;Клиент 275;Мантия-невидимка;;;;;;
Ньют Скамандер;00-00002087;Клиент 300;Мантия-невидимка;10000.00;;;10000.00;;
Ньют Скамандер;00-00001881;Клиент 205;Кубок Огня;;;;;;
Ньют Скамандер;00-00001188;Клиент 79;Кубок Огня;20000.00;;;;;20000.00
Ньют Скамандер;00-00001188;Клиент 79;Дары смерти;;;;;;
Ньют Скамандер;00-00002003;Клиент 268;Кубок Огня;200000.00;;;;200000.00;
Ньют Скамандер;00-00002019;Клиент 276;Карта Мародеров;;;;;;
Ньют Скамандер;00-00002019;Клиент 276;Дары смерти;;;;;;
Ньют Скамандер;00-00002019;Клиент 276;Кубок Огня;70000.00;;;;50000.00;
Ньют Скамандер;00-00002035;Клиент 283;Мантия-невидимка;60000.00;;41508.00;;30000.00;
Ньют Скамандер;00-00001678;Клиент 136;Кубок Огня;;;;;;
Ньют Скамандер;00-00001210;Клиент 139;Кубок Огня;80000.00;;;50000.00;;20000.00
Ньют Скамандер;00-00001963;Клиент 246;Мантия-невидимка;;;;;;
Ньют Скамандер;00-00001511;Клиент 112;Мантия-невидимка;20000.00;;;;20000.00;
Ньют Скамандер;00-00001511;Клиент 112;Кубок Огня;;;;;;
Ньют Скамандер;00-00002045;Клиент 289;Кубок Огня;10000.00;;;10000.00;;
Ньют Скамандер;00-00002045;Клиент 289;Мантия-невидимка;5000.00;;;5000.00;;
Ньют Скамандер;00-00001908;Клиент 216;Мантия-невидимка;;;;;;
Ньют Скамандер;00-00001536;Клиент 117;Мантия-невидимка;;;;;;
Ньют Скамандер;00-00001536;Клиент 117;Кубок Огня;;;24651.00;;;
Ньют Скамандер;00-00001536;Клиент 117;Карта Мародеров;;;;;;
Ньют Скамандер;00-00001907;Клиент 215;Кубок Огня;35000.00;;;20000.00;;15000.00
Ньют Скамандер;00-00001907;Клиент 215;Мантия-невидимка;;;;;;
Ньют Скамандер;00-00001960;Клиент 243;Мантия-невидимка;15000.00;;;15000.00;;
Ньют Скамандер;00-00001960;Клиент 243;Кубок Огня;5000.00;;;5000.00;;
Ньют Скамандер;00-00001987;Клиент 260;Мантия-невидимка;20000.00;;;;20000.00;
Беллатриса Лестрейндж;УТ0001138  ;Клиент 154;Кубок Огня;250000.00;;98914.50;100000.00;;100000.00
Беллатриса Лестрейндж;УТ0001138  ;Клиент 154;Карта Мародеров;;;;;;
Беллатриса Лестрейндж;УТ0001138  ;Клиент 154;Прыгающий котел;;;;;;
Беллатриса Лестрейндж;00-00000614;Клиент 18;Кубок Огня;60000.00;;;;60000.00;
Беллатриса Лестрейндж;00-00000614;Клиент 18;Дары смерти;;;;;;
Беллатриса Лестрейндж;00-00000614;Клиент 18;Прыгающий котел;;;;;;
Беллатриса Лестрейндж;00-00000943;Клиент 19;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00000943;Клиент 19;Карта Мародеров;;;;;;
Беллатриса Лестрейндж;00-00000455;Клиент 412;Кубок Огня;;;;;;
Беллатриса Лестрейндж;УТ0000753  ;Клиент 32;Кубок Огня;45000.00;6987.20;;;;40000.00
Беллатриса Лестрейндж;УТ0000753  ;Клиент 32;Карта Мародеров;;;;;;
Беллатриса Лестрейндж;УТ0000753  ;Клиент 32;Проявитель врагов;;;;;;
Беллатриса Лестрейндж;УТ0000751  ;Клиент 30;Кубок Огня;50000.00;;31508.40;;50000.00;
Беллатриса Лестрейндж;УТ0000752  ;Клиент 31;Кубок Огня;70000.00;;34733.60;;70000.00;
Беллатриса Лестрейндж;УТ0000752  ;Клиент 31;Карта Мародеров;;;;;;
Беллатриса Лестрейндж;УТ0000752  ;Клиент 31;Прыгающий котел;;;;;;
Беллатриса Лестрейндж;УТ0001039  ;Клиент 1;Кубок Огня;140000.00;;;;;70000.00
Беллатриса Лестрейндж;УТ0001039  ;Клиент 1;Дары смерти;;;;;;
Беллатриса Лестрейндж;УТ0001039  ;Клиент 1;Карта Мародеров;;;;;;
Беллатриса Лестрейндж;00-00000132;Клиент 43;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00000132;Клиент 43;Проявитель врагов;;;;;;
Беллатриса Лестрейндж;00-00000132;Клиент 43;Карта Мародеров;;;;;;
Беллатриса Лестрейндж;00-00000132;Клиент 43;Дары смерти;;;;;;
Беллатриса Лестрейндж;00-00000623;Клиент 443;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00000623;Клиент 443;Карта Мародеров;;;;;;
Беллатриса Лестрейндж;00-00000622;Клиент 6;Кубок Огня;400000.00;;;;400000.00;
Беллатриса Лестрейндж;00-00000622;Клиент 6;Мантия-невидимка;30000.00;;;;30000.00;
Беллатриса Лестрейндж;00-00000622;Клиент 6;Карта Мародеров;;;;;;
Беллатриса Лестрейндж;00-00000622;Клиент 6;Прыгающий котел;;;;;;
Беллатриса Лестрейндж;00-00000622;Клиент 6;Дары смерти;;;;;;
Беллатриса Лестрейндж;00-00000624;Клиент 444;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00000624;Клиент 444;Проявитель врагов;;;;;;
Беллатриса Лестрейндж;00-00000199;Клиент 323;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00000199;Клиент 323;Карта Мародеров;;;;;;
Беллатриса Лестрейндж;00-00000111;Клиент 321;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00000111;Клиент 321;Карта Мародеров;;;;;;
Беллатриса Лестрейндж;00-00001542;Клиент 709;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00001900;Клиент 213;Кубок Огня;;;5763.00;;;
Беллатриса Лестрейндж;00-00001900;Клиент 213;Мантия-невидимка;;;;;;
Беллатриса Лестрейндж;00-00000629;Клиент 446;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00000922;Клиент 520;Кубок Огня;;;;;;
Беллатриса Лестрейндж;УТ0000751  ;Клиент 30;Кубок Огня;590000.00;;96725.75;;300000.00;150000.00
Беллатриса Лестрейндж;00-00001471;Клиент 104;Кубок Огня;;;37990.75;;;
Беллатриса Лестрейндж;00-00000200;Клиент 320;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00000200;Клиент 320;Карта Мародеров;;;;;;
Беллатриса Лестрейндж;00-00000473;Клиент 414;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00000473;Клиент 414;Карта Мародеров;;;;;;
Беллатриса Лестрейндж;00-00000191;Клиент 374;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00000191;Клиент 374;Карта Мародеров;;;;;;
Беллатриса Лестрейндж;УТ0001015  ;Клиент 56;Кубок Огня;;;;;;
Беллатриса Лестрейндж;УТ0000953  ;Клиент 33;Кубок Огня;80000.00;;64413.00;;;50000.00
Беллатриса Лестрейндж;00-00000507;Клиент 421;Проявитель врагов;;;;;;
Беллатриса Лестрейндж;00-00000507;Клиент 421;Карта Мародеров;;;;;;
Беллатриса Лестрейндж;00-00000507;Клиент 421;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00000777;Клиент 461;Проявитель врагов;;;;;;
Беллатриса Лестрейндж;00-00000777;Клиент 461;Кубок Огня;;;;;;
Беллатриса Лестрейндж;УТ0000785  ;Клиент 326;Кубок Огня;;;;;;
Беллатриса Лестрейндж;УТ0001074  ;Клиент 73;Кубок Огня;110000.00;9494.50;;;50000.00;50000.00
Беллатриса Лестрейндж;УТ0001074  ;Клиент 73;Проявитель врагов;;;;;;
Беллатриса Лестрейндж;УТ0001074  ;Клиент 73;Дары смерти;;;;;;
Беллатриса Лестрейндж;00-00000302;Клиент 369;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00000579;Клиент 438;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00001491;Клиент 109;Кубок Огня;120000.00;;11796.40;;50000.00;50000.00
Беллатриса Лестрейндж;00-00001237;Клиент 626;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00001011;Клиент 551;Кубок Огня;;;;;;
Беллатриса Лестрейндж;УТ0001187  ;Клиент 22;Кубок Огня;;;;;;
Беллатриса Лестрейндж;УТ0001187  ;Клиент 22;Карта Мародеров;;;;;;
Беллатриса Лестрейндж;00-00000977;Клиент 9;Кубок Огня;40000.00;;20697.50;;40000.00;
Беллатриса Лестрейндж;00-00000976;Клиент 8;Кубок Огня;40000.00;;16137.25;;40000.00;
Беллатриса Лестрейндж;00-00000976;Клиент 8;Карта Мародеров;;;;;;
Беллатриса Лестрейндж;УТ0000683  ;Клиент 2;Кубок Огня;;;;;;
Беллатриса Лестрейндж;УТ0000683  ;Клиент 2;Карта Мародеров;;;;;;
Беллатриса Лестрейндж;00-00000558;Клиент 431;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00001021;Клиент 557;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00000959;Клиент 51;Проявитель врагов;;;;;;
Беллатриса Лестрейндж;00-00000959;Клиент 51;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00000959;Клиент 51;Карта Мародеров;;;;;;
Беллатриса Лестрейндж;00-00001030;Клиент 561;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00001030;Клиент 561;Карта Мародеров;;;;;;
Беллатриса Лестрейндж;00-00001860;Клиент 772;Кубок Огня;50000.00;;;;50000.00;
Беллатриса Лестрейндж;00-00000902;Клиент 514;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00000902;Клиент 514;Дары смерти;;;;;;
Беллатриса Лестрейндж;00-00001106;Клиент 58;Кубок Огня;30000.00;;;;;30000.00
Беллатриса Лестрейндж;00-00000489;Клиент 418;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00000489;Клиент 418;Дары смерти;;;;;;
Беллатриса Лестрейндж;00-00000489;Клиент 418;Проявитель врагов;;;;;;
Беллатриса Лестрейндж;00-00001173;Клиент 605;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00001723;Клиент 160;Кубок Огня;30000.00;;;;30000.00;
Беллатриса Лестрейндж;00-00001723;Клиент 160;Прыгающий котел;;;;;;
Беллатриса Лестрейндж;00-00001723;Клиент 160;Дары смерти;;;;;;
Беллатриса Лестрейндж;00-00001455;Клиент 695;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00001321;Клиент 68;Кубок Огня;150000.00;;;100000.00;;30000.00
Беллатриса Лестрейндж;00-00001321;Клиент 68;Проявитель врагов;;;;;;
Беллатриса Лестрейндж;00-00001321;Клиент 68;Прыгающий котел;;;;;;
Беллатриса Лестрейндж;00-00001321;Клиент 68;Дары смерти;;;;;;
Беллатриса Лестрейндж;00-00001321;Клиент 68;Мантия-невидимка;;;;;;
Беллатриса Лестрейндж;00-00001251;Клиент 634;Карта Мародеров;;;;;;
Беллатриса Лестрейндж;00-00001878;Клиент 204;Кубок Огня;40000.00;;;;40000.00;
Беллатриса Лестрейндж;00-00001349;Клиент 71;Кубок Огня;80000.00;;;;;80000.00
Беллатриса Лестрейндж;00-00001349;Клиент 71;Карта Мародеров;;;;;;
Беллатриса Лестрейндж;00-00001349;Клиент 71;Дары смерти;;;;;;
Беллатриса Лестрейндж;00-00001349;Клиент 71;Прыгающий котел;;;;;;
Беллатриса Лестрейндж;00-00001522;Клиент 705;Кубок Огня;;;;;;
Беллатриса Лестрейндж;УТ0000666  ;Клиент 3;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00001200;Клиент 81;Кубок Огня;300000.00;;;;270000.00;
Беллатриса Лестрейндж;00-00001200;Клиент 81;Проявитель врагов;;;;;;
Беллатриса Лестрейндж;00-00001200;Клиент 81;Дары смерти;;;;;;
Беллатриса Лестрейндж;00-00001200;Клиент 81;Прыгающий котел;;;;;;
Беллатриса Лестрейндж;00-00001402;Клиент 682;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00001402;Клиент 682;Дары смерти;;;;;;
Беллатриса Лестрейндж;00-00001127;Клиент 60;Кубок Огня;80000.00;;;;80000.00;
Беллатриса Лестрейндж;00-00000367;Клиент 386;Карта Мародеров;;;;;;
Беллатриса Лестрейндж;00-00001441;Клиент 100;Кубок Огня;120000.00;;;;;120000.00
Беллатриса Лестрейндж;00-00002010;Клиент 273;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00001876;Клиент 777;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00001180;Клиент 66;Проявитель врагов;;;;;;
Беллатриса Лестрейндж;00-00001180;Клиент 66;Дары смерти;;;;;;
Беллатриса Лестрейндж;00-00001180;Клиент 66;Кубок Огня;70000.00;;;;70000.00;
Беллатриса Лестрейндж;00-00001925;Клиент 227;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00001425;Клиент 95;Дары смерти;20000.00;;;;20000.00;
Беллатриса Лестрейндж;00-00001425;Клиент 95;Кубок Огня;100000.00;;;;100000.00;
Беллатриса Лестрейндж;00-00001425;Клиент 95;Прыгающий котел;;;;;;
Беллатриса Лестрейндж;00-00001912;Клиент 219;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00001796;Клиент 759;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00002073;Клиент 295;Кубок Огня;100000.00;;;;100000.00;
Беллатриса Лестрейндж;00-00001807;Клиент 184;Кубок Огня;100000.00;;;;;100000.00
Беллатриса Лестрейндж;00-00001370;Клиент 88;Кубок Огня;30000.00;11110.00;;;;30000.00
Беллатриса Лестрейндж;00-00001148;Клиент 62;Кубок Огня;100000.00;;;;50000.00;50000.00
Беллатриса Лестрейндж;00-00001187;Клиент 78;Кубок Огня;60000.00;;;30000.00;30000.00;
Беллатриса Лестрейндж;УТ0000639  ;Клиент 41;Кубок Огня;350000.00;;;;300000.00;
Беллатриса Лестрейндж;00-00001191;Клиент 80;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00000795;Клиент 465;Кубок Огня;;;;;;
Беллатриса Лестрейндж;00-00000795;Клиент 465;Карта Мародеров;;;;;;
Беллатриса Лестрейндж;00-00000949;Клиент 47;Кубок Огня;100000.00;;;;;80000.00
Беллатриса Лестрейндж;00-00000949;Клиент 47;Проявитель врагов;;;;;;
Беллатриса Лестрейндж;00-00000949;Клиент 47;Карта Мародеров;;;;;;
Беллатриса Лестрейндж;00-00000949;Клиент 47;Дары смерти;;;;;;
Беллатриса Лестрейндж;00-00000949;Клиент 47;Прыгающий котел;;;;;;
Беллатриса Лестрейндж;00-00000949;Клиент 47;Мантия-невидимка;;;;;;
Рон Уизли;00-00001295;Клиент 151;Кубок Огня;75000.00;;;49610.25;;25000.00
Рон Уизли;00-00001295;Клиент 151;Карта Мародеров;;;;;;
Рон Уизли;00-00001046;Клиент 36;Кубок Огня;;;;;15000.00;
Рон Уизли;00-00001564;Клиент 712;Дары смерти;;;;;;
Рон Уизли;00-00001246;Клиент 629;Кубок Огня;10000.00;;;;10000.00;
Рон Уизли;00-00001547;Клиент 119;Дары смерти;5000.00;;;;;
Рон Уизли;00-00001390;Клиент 677;Дары смерти;;;;;;
Рон Уизли;00-00001823;Клиент 190;Дары смерти;10000.00;;;6127.00;;
Рон Уизли;00-00001993;Клиент 263;Кубок Огня;;;;;;
Рон Уизли;00-00001165;Клиент 64;Кубок Огня;5000.00;;;;2000.00;
Рон Уизли;00-00001165;Клиент 64;Мантия-невидимка;5000.00;;;;1780.00;
Рон Уизли;00-00001669;Клиент 133;Кубок Огня;;;;;;
Рон Уизли;00-00002020;Клиент 277;Мантия-невидимка;;;;;;
Рон Уизли;00-00001736;Клиент 163;Кубок Огня;35000.00;;32900.60;;;
Рон Уизли;00-00001966;Клиент 248;Кубок Огня;;;;;;
Рон Уизли;00-00001682;Клиент 137;Кубок Огня;80000.00;;;52236.05;20000.00;10000.00
Рон Уизли;00-00001682;Клиент 137;Прыгающий котел;;;;;;
Рон Уизли;00-00001682;Клиент 137;Дары смерти;;;;;;
Рон Уизли;00-00001682;Клиент 137;Мантия-невидимка;;;;;;
Рон Уизли;00-00001682;Клиент 137;Карта Мародеров;;;1200.00;;;
Рон Уизли;00-00001682;Клиент 137;Проявитель врагов;;;485.00;;;
Рон Уизли;00-00001716;Клиент 158;Дары смерти;;;;;;
Рон Уизли;00-00001317;Клиент 648;Кубок Огня;10000.00;;;;10000.00;
Рон Уизли;00-00001819;Клиент 189;Мантия-невидимка;15000.00;;;14355.00;;
Рон Уизли;00-00001819;Клиент 189;Кубок Огня;;;;3090.00;;
Рон Уизли;00-00000988;Клиент 14;Кубок Огня;25000.00;;28865.75;;;
Рон Уизли;00-00000988;Клиент 14;Карта Мародеров;;;;;;
Рон Уизли;00-00000988;Клиент 14;Дары смерти;5000.00;;;;;5000.00
Рон Уизли;00-00000988;Клиент 14;Мантия-невидимка;5000.00;;;;;5000.00
Рон Уизли;00-00001413;Клиент 92;Кубок Огня;;;;;;
Рон Уизли;00-00001413;Клиент 92;Проявитель врагов;;;;;;
Рон Уизли;00-00001413;Клиент 92;Мантия-невидимка;;;;;;
Рон Уизли;00-00001598;Клиент 728;Мантия-невидимка;;;;;;
Рон Уизли;00-00001598;Клиент 728;Кубок Огня;;;;;;
Рон Уизли;00-00001211;Клиент 140;Кубок Огня;10000.00;;;9900.00;;
Рон Уизли;00-00001211;Клиент 140;Проявитель врагов;;;;;;
Рон Уизли;00-00001211;Клиент 140;Карта Мародеров;;;;;;
Рон Уизли;00-00001211;Клиент 140;Дары смерти;;;;;;
Рон Уизли;00-00001006;Клиент 75;Кубок Огня;20000.00;;;;25000.00;
Рон Уизли;00-00002000;Клиент 266;Мантия-невидимка;;;;;;
Рон Уизли;00-00002000;Клиент 266;Кубок Огня;;;;;;
Рон Уизли;00-00002074;Клиент 296;Кубок Огня;;;;;;
Рон Уизли;00-00001673;Клиент 738;Кубок Огня;;;;;;
Рон Уизли;00-00001958;Клиент 242;Кубок Огня;5000.00;;;5420.00;;
Рон Уизли;00-00001958;Клиент 242;Мантия-невидимка;5000.00;;;;;
Рон Уизли;00-00001864;Клиент 198;Кубок Огня;5000.00;;;;;
Рон Уизли;00-00001007;Клиент 558;Кубок Огня;50000.00;;;45000.00;;
Рон Уизли;00-00001778;Клиент 174;Кубок Огня;15000.00;;;;15000.00;
Рон Уизли;00-00001833;Клиент 764;Проявитель врагов;;;;;;
Рон Уизли;00-00002093;Клиент 302;Дары смерти;;;15431.00;;;
Рон Уизли;00-00001637;Клиент 129;Дары смерти;10000.00;;;;;10000.00
Рон Уизли;00-00001980;Клиент 256;Кубок Огня;;;;;;
Рон Уизли;00-00001715;Клиент 749;Кубок Огня;;;;;;
Рон Уизли;00-00000989;Клиент 15;Кубок Огня;5000.00;;;;5000.00;
Рон Уизли;00-00000989;Клиент 15;Проявитель врагов;;;;;;
Рон Уизли;00-00001831;Клиент 192;Кубок Огня;10000.00;;;;10000.00;
Рон Уизли;00-00001831;Клиент 192;Мантия-невидимка;5000.00;;;;5000.00;
Рон Уизли;00-00001670;Клиент 134;Кубок Огня;20000.00;;;;;20000.00
Рон Уизли;00-00001498;Клиент 111;Кубок Огня;;;;;;
Рон Уизли;00-00001498;Клиент 111;Мантия-невидимка;;;;;;
Рон Уизли;00-00001748;Клиент 166;Кубок Огня;;;16376.50;;;
Рон Уизли;00-00001748;Клиент 166;Дары смерти;;;;;;
Рон Уизли;00-00001364;Клиент 87;Кубок Огня;;;;;;
Рон Уизли;00-00001364;Клиент 87;Проявитель врагов;;;;;;
Рон Уизли;00-00001364;Клиент 87;Мантия-невидимка;;;;;;
Рон Уизли;00-00001364;Клиент 87;Карта Мародеров;;;;;;
Рон Уизли;00-00001887;Клиент 779;Мантия-невидимка;;;;;;
Рон Уизли;00-00001340;Клиент 70;Кубок Огня;25000.00;;;40861.00;;
Рон Уизли;00-00001340;Клиент 70;Проявитель врагов;;;;;;
Рон Уизли;00-00001340;Клиент 70;Карта Мародеров;;;;;;
Рон Уизли;00-00001056;Клиент 39;Кубок Огня;10000.00;;;;12000.00;
Рон Уизли;00-00001941;Клиент 235;Мантия-невидимка;10000.00;;;;;10000.00
Рон Уизли;00-00001691;Клиент 309;Кубок Огня;;;;;;
Рон Уизли;00-00001691;Клиент 309;Кубок Огня;;;;;;
Рон Уизли;00-00001044;Клиент 35;Кубок Огня;;;;;;
Рон Уизли;00-00001597;Клиент 724;Кубок Огня;;;;;;
Рон Уизли;00-00001597;Клиент 724;Проявитель врагов;;;;;;
Рон Уизли;00-00001207;Клиент 83;Кубок Огня;25000.00;;;23749.25;;
Рон Уизли;00-00001207;Клиент 83;Проявитель врагов;;;;;;
Рон Уизли;00-00001977;Клиент 254;Мантия-невидимка;20000.00;;;;20000.00;
Рон Уизли;00-00001977;Клиент 254;Кубок Огня;;;;;;
Рон Уизли;00-00001977;Клиент 254;Проявитель врагов;;;;;;
Рон Уизли;00-00001977;Клиент 254;Дары смерти;;;;;;
Рон Уизли;00-00001977;Клиент 254;Прыгающий котел;;;;;;
Рон Уизли;00-00001028;Клиент 572;Кубок Огня;;;;;;
Рон Уизли;00-00001028;Клиент 572;Дары смерти;;;;;;
Рон Уизли;00-00001283;Клиент 150;Проявитель врагов;;;;;;
Рон Уизли;00-00001283;Клиент 150;Кубок Огня;;;;;;
Рон Уизли;00-00001204;Клиент 82;Кубок Огня;10000.00;;;;10000.00;
Рон Уизли;00-00001204;Клиент 82;Проявитель врагов;;;;;;
